snapshot,solar_mw,wind_mw,load_shedding_mw,electricity_demand_mw,hydrogen_demand_mw,electrolyzer_input_mw,hydrogen_output_mw,mining_mw
2030-01-04 06:00:00,13496.56045135948,-0.0,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 07:00:00,13496.56045135948,-0.0,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 08:00:00,13496.56045135948,-0.0,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 09:00:00,13496.56045135948,-0.0,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 10:00:00,11458.808270213685,2037.7521811457955,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 11:00:00,573.9802327729541,9346.303546529733,3342.6194465037643,13262.90322580645,20.0,-0.0,-0.0,0.0
2030-01-04 12:00:00,-0.0,3677.6203170085287,9585.282908797923,13262.90322580645,20.0,-0.0,-0.0,0.0
2030-01-04 13:00:00,-0.0,9346.303546529733,3916.5996792767182,13262.90322580645,20.0,-0.0,-0.0,0.0
2030-01-04 14:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 15:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 16:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 17:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 18:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 19:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 20:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 21:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 22:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-04 23:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-05 00:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
2030-01-05 01:00:00,-0.0,13496.56045135948,-0.0,13262.90322580645,20.0,33.657225553029114,23.56005788712038,200.0
